STORE_NBR,NCPDP_PROVIDER_ID,DISTRICT_NBR,REGION_NBR,OPERATION_NBR,STORE_TYPE,STORE_TYPE_DESC,RETAIL_CLINIC_IND,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE_ABBV,ZIP_CODE_5,COUNTY,OPEN_24_HOURS,LATITUDE,LONGITUDE
3039,3719258,181,14,1,1,Regular,N,6415 E PINE ST,N/A,TULSA,OK,74115,TULSA,N,36.1775657,-95.90541409
3040,3719195,228,14,1,1,Regular,N,701 W HOUSTON ST,N/A,BROKEN ARROW,OK,74012,TULSA,N,36.045899,-95.797499
3046,1071416,100,3,2,1,Regular,N,2295 E BAY DR,N/A,LARGO,FL,33771,PINELLAS,Y,27.91617197,-82.76281318
3047,1926433,32,19,2,1,Regular,N,5112 ESSEN LN,N/A,BATON ROUGE,LA,70809,EAST BATON ROUGE,Y,30.40145212,-91.10622206
3048,320349,255,5,1,1,Regular,Y,9050 W UNION HILLS DR,N/A,PEORIA,AZ,85382,MARICOPA,Y,33.65319543,-112.2544083
3049,320337,255,5,1,1,Regular,Y,4965 W BELL RD,N/A,GLENDALE,AZ,85308,MARICOPA,Y,33.63866252,-112.1686123
3050,4552205,238,24,2,1,Regular,N,3300 N MIDLAND DR,N/A,MIDLAND,TX,79707,MIDLAND,N,32.016899,-102.141099
3051,3719323,228,14,1,1,Regular,N,9106 S SHERIDAN RD,N/A,TULSA,OK,74133,TULSA,Y,36.03146632,-95.90477825
3052,3719246,181,14,1,1,Regular,N,2115 S MEMORIAL DR,N/A,TULSA,OK,74129,TULSA,N,36.13297109,-95.88620344
3053,2351574,200,7,3,1,Regular,N,1722 W MAIN ST,N/A,KALAMAZOO,MI,49006,KALAMAZOO,N,42.29467921,-85.61050818
3055,1715210,317,14,1,1,Regular,Y,3421 W 6TH ST,N/A,LAWRENCE,KS,66049,DOUGLAS,Y,38.97102902,-95.28057732
3056,1715222,317,14,1,1,Regular,N,400 W 23RD ST,N/A,LAWRENCE,KS,66046,DOUGLAS,Y,38.94325944,-95.24127947
3057,1463734,173,10,4,1,Regular,N,3545 W 95TH ST,N/A,EVERGREEN PARK,IL,60805,COOK,N,41.720399,-87.710599
3062,2233803,106,8,3,1,Regular,N,595 WASHINGTON ST,N/A,CANTON,MA,2021,NORFOLK,N,42.15332923,-71.14528514
3063,1000203,124,6,2,1,Regular,N,2355 NE 26TH ST,N/A,FT LAUDERDALE,FL,33305,BROWARD,Y,26.16014892,-80.11609614
3064,5121811,232,21,4,1,Regular,N,2015 TOWER AVE,N/A,SUPERIOR,WI,54880,DOUGLAS,Y,46.713599,-92.104399
3065,1531323,190,25,4,1,Regular,N,4555 N SHADELAND AVE,N/A,INDIANAPOLIS,IN,46226,MARION,N,39.8399947,-86.04513052
3066,1531032,135,25,4,1,Regular,N,5675 MICHIGAN RD,N/A,INDIANAPOLIS,IN,46228,MARION,N,39.85659411,-86.19543066
3068,1530751,135,25,4,1,Regular,N,5720 W WASHINGTON ST,N/A,INDIANAPOLIS,IN,46241,MARION,N,39.75075469,-86.25799397
3069,1700093,317,14,1,1,Regular,N,1001 SW TOPEKA BLVD,N/A,TOPEKA,KS,66612,SHAWNEE,Y,39.04732096,-95.68247559
3072,1463835,3,10,4,1,Regular,N,641 N CLARK ST,N/A,CHICAGO,IL,60654,COOK,Y,41.893499,-87.630899
3074,1401948,222,10,4,1,Regular,N,4700 S HALSTED ST,N/A,CHICAGO,IL,60609,COOK,N,41.80856817,-87.64615417
3076,1403079,1,4,4,1,Regular,Y,7251 LAKE ST,N/A,RIVER FOREST,IL,60305,COOK,N,41.88820802,-87.80661143
3078,1403257,4,4,4,1,Regular,N,1811 BELVIDERE RD,N/A,WAUKEGAN,IL,60085,LAKE,Y,42.35044243,-87.85515146
3079,1071632,243,28,2,1,Regular,N,3090 W NEW HAVEN AVE,N/A,WEST MELBOURNE,FL,32904,BREVARD,Y,28.07931661,-80.67215342
3080,1003982,243,28,2,1,Regular,N,975 S BABCOCK ST,N/A,MELBOURNE,FL,32901,BREVARD,N,28.091899,-80.620799
3081,4547456,16,1,2,1,Regular,N,1408 N 16TH ST,N/A,ORANGE,TX,77630,ORANGE,N,30.104199,-93.746999
3082,4557318,31,1,2,1,Regular,N,3900 REVEILLE ST,N/A,HOUSTON,TX,77087,HARRIS,N,29.684922,-95.290751
3083,4590279,18,1,2,1,Regular,N,10650 TOEPPERWEIN RD,N/A,CONVERSE,TX,78109,BEXAR,N,29.53542245,-98.33035744
3084,546741,153,11,1,1,Regular,N,7800 OLD REDWOOD HWY,N/A,COTATI,CA,94931,SONOMA,N,38.33099053,-122.7097728
3085,1925506,32,19,2,1,Regular,N,14444 COURSEY BLVD,N/A,BATON ROUGE,LA,70817,EAST BATON ROUGE,N,30.406699,-91.016999
3086,4428226,111,27,4,1,Regular,N,4183 KIRBY PKWY,N/A,MEMPHIS,TN,38141,SHELBY,N,35.03456509,-89.8484763
3087,309078,12,5,1,1,Regular,N,5625 E THOMAS RD,N/A,PHOENIX,AZ,85018,MARICOPA,N,33.47954959,-111.9604967
3088,5121760,250,12,4,1,Regular,N,1401 E MASON ST,N/A,GREEN BAY,WI,54301,BROWN,Y,44.50073784,-87.99886257
3089,1463962,206,10,4,1,Regular,N,120 E MAIN ST,N/A,STREATOR,IL,61364,LA SALLE,N,41.12183852,-88.83534322
3090,2233827,154,8,3,1,Regular,N,838 PLEASANT ST,N/A,NEW BEDFORD,MA,2740,BRISTOL,N,41.63853398,-70.92725809
3091,613744,42,26,1,1,Regular,N,8151 S QUEBEC ST,N/A,ENGLEWOOD,CO,80112,ARAPAHOE,N,39.56796769,-104.9049291
3092,4593249,235,24,2,1,Regular,N,8104 MESA DR,N/A,AUSTIN,TX,78759,TRAVIS,N,30.371599,-97.757099
3093,1073004,30,28,2,1,Regular,N,311 E MEMORIAL BLVD,N/A,LAKELAND,FL,33801,POLK,Y,28.0545302,-81.95476278
3094,4428997,111,27,4,1,Regular,N,5333 WINCHESTER RD,N/A,MEMPHIS,TN,38115,SHELBY,N,35.05003323,-89.88569955
3095,4500838,31,1,2,1,Regular,N,6895 GRIGGS RD,N/A,HOUSTON,TX,77023,HARRIS,N,29.714699,-95.295599
3096,1074335,119,3,2,1,Regular,N,17050 S TAMIAMI TRAIL,N/A,FORT MYERS,FL,33908,LEE,N,26.49138319,-81.84585482
3097,309953,45,5,1,1,Regular,N,7115 E TANQUE VERDE RD,N/A,TUCSON,AZ,85715,PIMA,N,32.25191143,-110.8402095
3099,1042679,119,3,2,1,Regular,N,1525 COLONIAL BLVD,N/A,FORT MYERS,FL,33907,LEE,N,26.59715276,-81.88437298
3101,2400187,315,21,4,1,Regular,N,2505 W DIVISION ST,N/A,SAINT CLOUD,MN,56301,STEARNS,Y,45.553099,-94.187799
3102,3347247,291,16,3,1,Regular,N,210 S BROADWAY,N/A,HICKSVILLE,NY,11801,NASSAU,Y,40.763599,-73.519599
3103,3005180,325,8,3,1,Regular,N,48 PORTSMOUTH AVE,N/A,EXETER,NH,3833,ROCKINGHAM,Y,42.98371325,-70.94029788
3104,5121772,39,12,4,1,Regular,N,2702 CALUMET AVE,N/A,MANITOWOC,WI,54220,MANITOWOC,N,44.08766954,-87.68138013
3105,1072331,156,6,2,1,Regular,N,11920 NW 27TH AVE,N/A,MIAMI,FL,33167,MIAMI-DADE,N,25.883172,-80.24345641
3106,1077331,170,28,2,1,Regular,N,5935 W IRLO BRONSON MEMORIAL HWY,N/A,KISSIMMEE,FL,34746,OSCEOLA,Y,28.3336715,-81.52135392
3107,1074208,109,28,2,1,Regular,N,2501 S FRENCH AVE,N/A,SANFORD,FL,32773,SEMINOLE,Y,28.785999,-81.272399
3109,5116012,39,12,4,1,Regular,N,7171 N TEUTONIA AVE,N/A,MILWAUKEE,WI,53209,MILWAUKEE,N,43.148199,-87.956999
3110,1072684,112,6,2,1,Regular,N,692 SW PRIMA VISTA BLVD,N/A,PORT SAINT LUCIE,FL,34983,SAINT LUCIE,N,27.31741823,-80.37110884
3112,2236948,287,8,3,1,Regular,N,1425 MASSACHUSETTS AVE,N/A,ARLINGTON,MA,2476,MIDDLESEX,N,42.425099,-71.187399
3114,2420999,40,21,4,1,Regular,N,6975 YORK AVE S,N/A,EDINA,MN,55435,HENNEPIN,Y,44.87687145,-93.3207053
3115,5122786,250,12,4,1,Regular,N,1165 W MASON ST,N/A,GREEN BAY,WI,54303,BROWN,N,44.5173458,-88.04715751
3118,2628848,289,20,4,1,Regular,N,1501 S FLORISSANT RD,N/A,COOL VALLEY,MO,63121,SAINT LOUIS,N,38.725499,-90.303499
3120,304422,12,5,1,1,Regular,N,10615 N 32ND ST,N/A,PHOENIX,AZ,85028,MARICOPA,N,33.58284498,-112.0136009
3122,2421220,232,21,4,1,Regular,N,985 GENEVA AVE N,N/A,OAKDALE,MN,55128,WASHINGTON,N,44.96305244,-92.98412793
3125,5121710,39,12,4,1,Regular,N,8615 N PORT WASHINGTON RD,N/A,FOX POINT,WI,53217,MILWAUKEE,N,43.172699,-87.913199
3128,1072696,198,3,2,1,Regular,N,5709 GUNN HWY,N/A,TAMPA,FL,33625,HILLSBOROUGH,N,28.06267126,-82.54223148
3129,1524734,123,25,4,1,Regular,N,6201 STELLHORN RD,N/A,FORT WAYNE,IN,46815,ALLEN,Y,41.12096585,-85.06221753
3130,2233815,107,8,3,1,Regular,N,185 CENTRE ST,N/A,MALDEN,MA,2148,MIDDLESEX,Y,42.42469896,-71.06813769
3131,1076579,163,28,2,1,Regular,Y,1920 ALOMA AVE,N/A,WINTER PARK,FL,32792,ORANGE,Y,28.600299,-81.328299
3132,320781,255,5,1,1,Regular,N,2415 E UNION HILLS DR,N/A,PHOENIX,AZ,85050,MARICOPA,Y,33.65452893,-112.0302354
3133,5122027,250,12,4,1,Regular,N,2301 S ONEIDA ST,N/A,ASHWAUBENON,WI,54304,BROWN,N,44.48894116,-88.06474213
3135,2233459,287,8,3,1,Regular,N,825 MORTON ST,N/A,BOSTON,MA,2126,SUFFOLK,N,42.28149126,-71.08780878
3136,1464584,289,20,4,1,Regular,N,1201 CAMP JACKSON RD,N/A,CAHOKIA,IL,62206,SAINT CLAIR,N,38.5611547,-90.17376961
3137,4429634,127,27,4,1,Regular,Y,1299 OAK RIDGE TPKE,N/A,OAK RIDGE,TN,37830,ANDERSON,Y,36.01442961,-84.25433093
3138,4559514,31,1,2,1,Regular,N,3920 GARTH RD,N/A,BAYTOWN,TX,77521,HARRIS,Y,29.76585111,-94.97696643
3139,1926041,177,19,2,1,Regular,N,1826 N BROAD ST,N/A,NEW ORLEANS,LA,70119,ORLEANS,N,29.982499,-90.071799
3140,4589959,18,1,2,1,Regular,N,410 W CYPRESS ST,N/A,SAN ANTONIO,TX,78212,BEXAR,N,29.439999,-98.498599
3141,4594049,18,1,2,1,Regular,N,1105 GOLIAD RD,N/A,SAN ANTONIO,TX,78223,BEXAR,Y,29.375899,-98.448899
3142,1530799,135,25,4,1,Regular,Y,3455 MANN RD,N/A,INDIANAPOLIS,IN,46221,MARION,Y,39.713279,-86.237994
3145,1073030,198,3,2,1,Regular,N,1860 E FOWLER AVE,N/A,TAMPA,FL,33612,HILLSBOROUGH,Y,28.05486052,-82.43906363
3146,3127811,252,29,3,1,Regular,N,561-579 IRVINGTON AVE,N/A,NEWARK,NJ,7106,ESSEX,Y,40.734599,-74.249299
3147,2354087,200,7,3,1,Regular,N,918 RIVERVIEW DR,N/A,KALAMAZOO,MI,49048,KALAMAZOO,N,42.300682,-85.56880819
3148,1531450,300,25,4,1,Regular,N,2301 E MARKET ST,N/A,LOGANSPORT,IN,46947,CASS,N,40.75726631,-86.33826973
3151,2234920,308,8,3,1,Regular,N,320 PARK AVE,N/A,WORCESTER,MA,1610,WORCESTER,Y,42.26112368,-71.82131997
3153,5122053,38,12,4,1,Regular,N,3820 52ND ST,N/A,KENOSHA,WI,53144,KENOSHA,N,42.58907949,-87.85538942
3154,3003883,128,8,3,1,Regular,N,440 WEST ST,N/A,KEENE,NH,3431,CHESHIRE,Y,42.932799,-72.295199
3156,1922966,110,19,2,1,Regular,N,1556 LAPALCO BLVD,N/A,HARVEY,LA,70058,JEFFERSON,N,29.87612491,-90.048023
3157,4557015,31,1,2,1,Regular,N,3317 MONTROSE BLVD,N/A,HOUSTON,TX,77006,HARRIS,Y,29.74286764,-95.39071646
3158,549494,56,11,1,1,Regular,N,1718 SOQUEL AVE,N/A,SANTA CRUZ,CA,95062,SANTA CRUZ,N,36.98064597,-122.0020007
3159,4590940,101,24,2,1,Regular,N,2021 PECAN ST W,N/A,PFLUGERVILLE,TX,78660,TRAVIS,Y,30.44534299,-97.64764209
3160,4590748,20,1,2,1,Regular,N,6280 BARKER CYPRESS RD,N/A,HOUSTON,TX,77084,HARRIS,N,29.864888,-95.682712
3161,1071428,163,28,2,1,Regular,N,401 W STATE ROAD 434,N/A,WINTER SPRINGS,FL,32708,SEMINOLE,N,28.697403,-81.31487
3162,1075565,156,6,2,1,Regular,N,524 JEFFERSON AVE,N/A,MIAMI BEACH,FL,33139,MIAMI-DADE,Y,25.774717,-80.137482
3163,320262,12,5,1,1,Regular,Y,3420 N SCOTTSDALE RD,N/A,SCOTTSDALE,AZ,85251,MARICOPA,Y,33.48810774,-111.9267008
3164,510710,293,11,1,1,Regular,N,1800 CONCORD AVE,N/A,CONCORD,CA,94520,CONTRA COSTA,N,37.97764081,-122.0385004
3166,1072329,109,28,2,1,Regular,N,125 E MAIN ST,N/A,APOPKA,FL,32703,ORANGE,Y,28.673299,-81.509199
3170,509325,58,11,1,1,Regular,N,3400 TELEGRAPH AVE,N/A,OAKLAND,CA,94609,ALAMEDA,N,37.82269986,-122.2656064
3171,553241,58,11,1,1,Regular,N,1050 REDWOOD ST,N/A,VALLEJO,CA,94590,SOLANO,Y,38.12310034,-122.2503527
3172,1073523,186,28,2,1,Regular,N,7512 LEM TURNER RD,N/A,JACKSONVILLE,FL,32208,DUVAL,N,30.388099,-81.677899
3173,1076769,156,6,2,1,Regular,N,9020 BISCAYNE BLVD,N/A,MIAMI SHORES,FL,33138,MIAMI-DADE,N,25.85792162,-80.18443405
3174,3005229,325,8,3,1,Regular,N,620 LAFAYETTE RD,N/A,HAMPTON,NH,3842,ROCKINGHAM,N,42.94541681,-70.83442069
3175,4428745,218,27,4,1,Regular,N,1405 S HIGHLAND AVE,N/A,JACKSON,TN,38301,MADISON,N,35.57522278,-88.81544959
3176,4400280,36,27,4,1,Regular,Y,4154 ELVIS PRESLEY BLVD,N/A,MEMPHIS,TN,38116,SHELBY,Y,35.03511053,-90.02452292
3177,320731,12,5,1,1,Regular,Y,7011 E SHEA BLVD,N/A,SCOTTSDALE,AZ,85254,MARICOPA,Y,33.58160227,-111.9296636
3179,1411937,8,10,4,1,Regular,N,820 183RD ST,N/A,HOMEWOOD,IL,60430,COOK,N,41.557499,-87.636399
3180,1925518,32,19,2,1,Regular,N,101 FLORIDA AVE SE,N/A,DENHAM SPRINGS,LA,70726,LIVINGSTON,N,30.481799,-90.955899
3181,1403144,28,20,4,1,Regular,N,2515 N KNOXVILLE AVE,N/A,PEORIA,IL,61604,PEORIA,N,40.71826477,-89.59428633
3182,2800046,46,21,4,1,Regular,N,7045 O ST,N/A,LINCOLN,NE,68510,LANCASTER,Y,40.81300021,-96.62362622
3184,320806,205,5,1,1,Regular,N,1585 E GUADALUPE RD,N/A,GILBERT,AZ,85234,MARICOPA,N,33.3643051,-111.7565412
3185,518209,57,11,1,1,Regular,N,825 MARKET ST,N/A,SAN FRANCISCO,CA,94103,SAN FRANCISCO,N,37.78508174,-122.4064008
3186,2814526,46,21,4,1,Regular,N,3701 N 132ND ST,N/A,OMAHA,NE,68164,DOUGLAS,Y,41.29267791,-96.11909802
3187,2421749,232,21,4,1,Regular,N,1075 HIGHWAY 96 E,N/A,WHITE BEAR LAKE,MN,55127,RAMSEY,Y,45.07998659,-93.05562728
3190,613960,271,26,1,1,Regular,N,1111 S COLORADO BLVD,N/A,DENVER,CO,80246,DENVER,Y,39.69593694,-104.9410498
3191,322355,12,5,1,1,Regular,N,10865 N TATUM BLVD,N/A,PHOENIX,AZ,85028,MARICOPA,N,33.582999,-111.976699
3192,715459,125,16,3,1,Regular,N,649 W MAIN ST,N/A,WATERBURY,CT,6702,NEW HAVEN,N,41.557837,-73.051971
3193,1073028,124,6,2,1,Regular,N,7150 W ATLANTIC BLVD,N/A,MARGATE,FL,33063,BROWARD,Y,26.23479172,-80.22137828
3194,1531044,190,25,4,1,Regular,N,9050 E 38TH ST,N/A,INDIANAPOLIS,IN,46235,MARION,N,39.82634886,-86.00835556
3196,1601663,50,21,4,1,Regular,N,5 E ANSON ST,N/A,MARSHALLTOWN,IA,50158,MARSHALL,N,42.03760367,-92.91160249
3197,3137862,252,29,3,1,Regular,N,2395 JOHN F KENNEDY BLVD,N/A,JERSEY CITY,NJ,7304,HUDSON,Y,40.720058,-74.078062
3198,4594683,25,1,2,1,Regular,N,7634 BELLAIRE BLVD,N/A,HOUSTON,TX,77036,HARRIS,Y,29.705529,-95.520911
3199,1916913,110,19,2,1,Regular,N,1891 BARATARIA BLVD,N/A,MARRERO,LA,70072,JEFFERSON,Y,29.874999,-90.098599
3202,2814627,55,21,4,1,Regular,N,7202 N 30TH ST,N/A,OMAHA,NE,68112,DOUGLAS,N,41.32458003,-95.95773926
3204,4105006,154,8,3,1,Regular,N,295 ACADEMY AVE,N/A,PROVIDENCE,RI,2908,PROVIDENCE,N,41.83291059,-71.44418879
3207,613972,271,26,1,1,Regular,N,4001 E 120TH AVE,N/A,THORNTON,CO,80233,ADAMS,Y,39.914299,-104.939599
3209,4428682,127,27,4,1,Regular,N,8950 KINGSTON PIKE,N/A,KNOXVILLE,TN,37923,KNOX,Y,35.912499,-84.081099
3211,1078600,175,6,2,1,Regular,N,9675 NW 41ST ST,N/A,DORAL,FL,33178,MIAMI-DADE,Y,25.8123015,-80.35295235
3212,1464990,307,20,4,1,Regular,N,842 E MAIN ST,N/A,DANVILLE,IL,61832,VERMILION,N,40.125999,-87.611999
3214,1531448,123,25,4,1,Regular,N,107 S WASHINGTON ST,N/A,KOKOMO,IN,46901,HOWARD,N,40.486199,-86.133899
3215,321290,205,5,1,1,Regular,N,1935 N POWER RD,N/A,MESA,AZ,85205,MARICOPA,N,33.450999,-111.682999
3220,4509317,171,24,2,1,Regular,N,2800 SOUTHWEST PKWY,N/A,WICHITA FALLS,TX,76308,WICHITA,N,33.857899,-98.536699
3221,4400115,179,27,4,1,Regular,N,627 GALLATIN PIKE S,N/A,MADISON,TN,37115,DAVIDSON,Y,36.256402,-86.71341434
3222,576530,313,17,1,1,Regular,N,40 CHESTER AVE,N/A,BAKERSFIELD,CA,93301,KERN,N,35.3546983,-119.0180545
3223,1502295,34,25,4,1,Regular,Y,220 E LEWIS AND CLARK PKWY,N/A,CLARKSVILLE,IN,47129,CLARK,Y,38.308399,-85.770699
3224,4552217,18,1,2,1,Regular,N,6901 SAN PEDRO AVE,N/A,SAN ANTONIO,TX,78216,BEXAR,Y,29.504699,-98.499699
3226,3660099,140,13,3,1,Regular,N,6410 BROADWAY AVE,N/A,CLEVELAND,OH,44105,CUYAHOGA,N,41.46228374,-81.64595428
3227,4400177,111,27,4,1,Regular,N,3381 POPLAR AVE,N/A,MEMPHIS,TN,38111,SHELBY,N,35.128899,-89.949399
3231,1531880,190,25,4,1,Regular,Y,1215 S RANGE LINE RD,N/A,CARMEL,IN,46032,HAMILTON,Y,39.96372897,-86.12636323
3232,1531400,300,25,4,1,Regular,N,429 W PIKE ST,N/A,GOSHEN,IN,46526,ELKHART,N,41.58966283,-85.84261152
3233,4561571,20,1,2,1,Regular,N,28426 STATE HIGHWAY 249,N/A,TOMBALL,TX,77375,HARRIS,Y,30.08725528,-95.63105081
3234,3660063,277,13,3,1,Regular,N,4281 W 130TH ST,N/A,CLEVELAND,OH,44135,CUYAHOGA,N,41.43840493,-81.77932
3235,3660114,140,13,3,1,Regular,N,16400 CHAGRIN BLVD,N/A,SHAKER HEIGHTS,OH,44120,CUYAHOGA,N,41.46401068,-81.56663959
3236,4594265,104,5,1,1,Regular,N,800 N ZARAGOZA RD,N/A,EL PASO,TX,79907,EL PASO,N,31.704699,-106.316499
3238,3660138,140,13,3,1,Regular,N,14525 EUCLID AVE,N/A,EAST CLEVELAND,OH,44112,CUYAHOGA,N,41.53236691,-81.58068697
3239,1000342,156,6,2,1,Regular,N,1 SE 3RD AVE,N/A,MIAMI,FL,33131,MIAMI-DADE,Y,25.774211,-80.188846
3241,3970034,224,29,3,1,Regular,N,1855 S 5TH ST,N/A,ALLENTOWN,PA,18103,LEHIGH,Y,40.580799,-75.456999
3243,2618253,118,20,4,1,Regular,N,1301 S 5TH ST,N/A,SAINT CHARLES,MO,63301,SAINT CHARLES,Y,38.771399,-90.492899
3245,320729,194,22,1,1,Regular,N,3487 STOCKTON HILL RD,N/A,KINGMAN,AZ,86409,MOHAVE,N,35.2244994,-114.0371668
3247,1038618,33,28,2,1,Regular,N,2075 US HIGHWAY 1 S,N/A,SAINT AUGUSTINE,FL,32086,SAINT JOHNS,Y,29.86179924,-81.32367249
3249,320818,45,5,1,1,Regular,N,4910 N 1ST AVE,N/A,TUCSON,AZ,85718,PIMA,N,32.2956367,-110.9605104
3250,1078371,156,6,2,1,Regular,N,18300 NW 37TH AVE,N/A,MIAMI GARDENS,FL,33056,MIAMI-DADE,N,25.94071245,-80.26171698
3251,2237368,287,8,3,1,Regular,N,15 MAIN ST,N/A,WALTHAM,MA,2453,MIDDLESEX,N,42.37442717,-71.20907638
3252,1600320,50,21,4,1,Regular,N,606 WALNUT ST,N/A,DES MOINES,IA,50309,POLK,N,41.585499,-93.624799
3253,5122039,250,12,4,1,Regular,N,2204 UNIVERSITY AVE,N/A,GREEN BAY,WI,54302,BROWN,N,44.51223912,-87.96746334
3254,1075109,170,28,2,1,Regular,Y,8050 INTERNATIONAL DR,N/A,ORLANDO,FL,32819,ORANGE,Y,28.44884467,-81.47164525
3255,3971668,224,29,3,1,Regular,N,1319 HANOVER AVE,N/A,ALLENTOWN,PA,18109,LEHIGH,N,40.618599,-75.434999
3256,3661027,277,13,3,1,Regular,N,11401 UNION AVE,N/A,CLEVELAND,OH,44105,CUYAHOGA,N,41.46392612,-81.60367851
3257,3352503,167,7,3,1,Regular,N,1328 ABBOTT RD,N/A,LACKAWANNA,NY,14218,ERIE,Y,42.8287549,-78.80402302
3258,3719575,228,14,1,1,Regular,N,4971 S MEMORIAL DR,N/A,TULSA,OK,74145,TULSA,N,36.09035276,-95.88592292
3261,3660253,202,13,3,1,Regular,N,1000 S MAIN ST,N/A,NORTH CANTON,OH,44720,STARK,N,40.86864188,-81.39830779
3264,1080225,53,3,2,1,Regular,N,1224 S TAMIAMI TRL,N/A,SARASOTA,FL,34239,SARASOTA,N,27.322499,-82.530099
3266,614188,271,26,1,1,Regular,N,6395 SHERIDAN BLVD,N/A,ARVADA,CO,80003,JEFFERSON,N,39.81231231,-105.0538778
3267,3316367,167,7,3,1,Regular,N,2043 KENSINGTON AVE,N/A,AMHERST,NY,14226,ERIE,N,42.94992625,-78.78282262
3269,2800185,46,21,4,1,Regular,N,705 N BURLINGTON AVE,N/A,HASTINGS,NE,68901,ADAMS,N,40.589899,-98.392199
3270,3362819,167,7,3,1,Regular,N,2601 SHERIDAN DR,N/A,TONAWANDA,NY,14150,ERIE,Y,42.98034049,-78.83675092
3271,4503505,16,1,2,1,Regular,N,3990 E LUCAS DR,N/A,BEAUMONT,TX,77708,JEFFERSON,N,30.12148946,-94.14169404
3272,509414,313,17,1,1,Regular,N,3315 S H ST,N/A,BAKERSFIELD,CA,93304,KERN,N,35.3244336,-119.0218981
3273,1464988,4,4,4,1,Regular,Y,655 ELM PL,N/A,HIGHLAND PARK,IL,60035,LAKE,Y,42.187699,-87.804799
3276,3660126,202,13,3,1,Regular,N,1925 W MARKET ST,N/A,AKRON,OH,44313,SUMMIT,N,41.11331725,-81.57669003
3278,3659907,202,13,3,1,Regular,N,834 W MARKET ST,N/A,AKRON,OH,44303,SUMMIT,N,41.09652216,-81.54461693
3279,3660075,202,13,3,1,Regular,N,1303 COPLEY RD,N/A,AKRON,OH,44320,SUMMIT,N,41.083899,-81.569199
3281,3660102,202,13,3,1,Regular,N,1130 S ARLINGTON ST,N/A,AKRON,OH,44306,SUMMIT,N,41.041099,-81.491699
3282,513956,313,17,1,1,Regular,N,3815 NILES ST,N/A,BAKERSFIELD,CA,93306,KERN,N,35.37546528,-118.9413489
3283,1403182,292,4,4,1,Regular,N,3325 N MAIN ST,N/A,ROCKFORD,IL,61103,WINNEBAGO,N,42.310199,-89.076799
3284,4428795,127,27,4,1,Regular,N,1840 PARKWAY,N/A,SEVIERVILLE,TN,37862,SEVIER,Y,35.82815214,-83.57523882
3285,4502058,10,1,2,1,Regular,N,530 W LITTLE YORK RD,N/A,HOUSTON,TX,77091,HARRIS,N,29.870199,-95.408922
3286,4591625,31,1,2,1,Regular,N,9705 SPENCER HWY,N/A,LA PORTE,TX,77571,HARRIS,N,29.664875,-95.086272
3287,1000304,186,28,2,1,Regular,N,5108 NORWOOD AVE,N/A,JACKSONVILLE,FL,32208,DUVAL,Y,30.37059735,-81.66399224
3288,3353947,167,7,3,1,Regular,N,650 DELAWARE AVE,N/A,BUFFALO,NY,14202,ERIE,Y,42.90183212,-78.87382849
3290,3301532,167,7,3,1,Regular,N,1556 HERTEL AVE,N/A,BUFFALO,NY,14216,ERIE,N,42.94796809,-78.8507271
3291,5114878,268,12,4,1,Regular,N,275 DAVISON DR,N/A,SUN PRAIRIE,WI,53590,DANE,Y,43.18692928,-89.22891404
3292,3137482,252,29,3,1,Regular,N,240-250 CENTRAL AVE,N/A,ORANGE,NJ,7050,ESSEX,N,40.765799,-74.232499
3293,2421307,232,21,4,1,Regular,N,9273 LAKE DR,N/A,CIRCLE PINES,MN,55014,ANOKA,N,45.139999,-93.164099
3294,513932,313,17,1,1,Regular,N,2628 MOUNT VERNON AVE,N/A,BAKERSFIELD,CA,93306,KERN,Y,35.3912012,-118.9678984
3295,547503,58,11,1,1,Regular,N,8102 INTERNATIONAL BLVD,N/A,OAKLAND,CA,94621,ALAMEDA,N,37.755799,-122.178499
3296,542476,126,11,1,1,Regular,N,191 E 3RD AVE,N/A,SAN MATEO,CA,94401,SAN MATEO,N,37.564599,-122.322899
3297,547325,153,11,1,1,Regular,N,3093 MARLOW RD,N/A,SANTA ROSA,CA,95403,SONOMA,N,38.46611712,-122.7519616
3298,614051,42,26,1,1,Regular,N,3080 S BROADWAY,N/A,ENGLEWOOD,CO,80113,ARAPAHOE,N,39.66121778,-104.9873003
3300,2241090,308,8,3,1,Regular,N,525 BOSTON POST RD E,N/A,MARLBOROUGH,MA,1752,MIDDLESEX,N,42.346978,-71.509234
3301,1077076,175,6,2,1,Regular,N,1695 NW 20TH ST,N/A,MIAMI,FL,33142,MIAMI-DADE,Y,25.79504968,-80.22301889
3302,1078244,23,6,2,1,Regular,N,9701 SW 24TH ST,N/A,MIAMI,FL,33165,MIAMI-DADE,N,25.7474646,-80.35229289
3303,1074323,163,28,2,1,Regular,N,1303 S SEMORAN BLVD,N/A,ORLANDO,FL,32807,ORANGE,N,28.527099,-81.309799
3305,2615334,118,20,4,1,Regular,N,12661 OLIVE BLVD,N/A,CREVE COEUR,MO,63141,SAINT LOUIS,Y,38.677799,-90.468599
3307,3659870,140,13,3,1,Regular,N,15609 LAKE SHORE BLVD,N/A,CLEVELAND,OH,44110,CUYAHOGA,N,41.57935718,-81.57153063
